Date,qaqc.check,sampleid,sample_type,farm,treatment,initialweight_g,filtered_volume_ml,final_weight_g,TSS_mgl,TUR_ntu,tur.std.check,NO3.NO2_mgl,TKN_mgl,TN_mgl,tn.std.check,TIP_mgl,tip.std.check,NH3_mgl,nh3.std.check,OrthoP_mgl,orthop.std.check,NOx_mgl,nox.std.check,NO2_mgl,no2.std.check,NO3_mgl,event_disch_l,acft_discharge,in_runoff_ac,TSS_kg,TN_kg,TIP_kg,TSS_lb,TN_lb,TIP_lb,TSS_lbac,TN_lbac,TIP_lbac,dissolvedO2_mg_l,dissolvedO2_sat_per,turbidity_sonde_ntu,watertemp_c
3/29/2018,TRUE,PRE1,EOF,PRE,CCMT,0.0933,20,0.159,3285,7250,TRUE,7.21,3.15,10.4,TRUE,16.1,TRUE,0.283,FALSE,0.0464,TRUE,0.789,FALSE,-0.0629,FALSE,0.764,,,,,,,,,,,,,,,,
3/29/2018,TRUE,PRE2,EOF,PRE,FBM,0.0936,20,0.1426,2450,4580,TRUE,5.84,1.04,6.88,TRUE,11.4,TRUE,0.383,FALSE,0.061,TRUE,1.03,FALSE,-0.0623,FALSE,1.005,,,,,,,,,,,,,,,,
3/29/2018,TRUE,SCH1,EOF,SCH,CCMT,0.092,50,0.096,80,72.7,TRUE,0.594,0.68,1.27,TRUE,1.53,TRUE,0.214,FALSE,0.0823,TRUE,0.11,FALSE,-0.0583,FALSE,0.085,457618,0.37105544,0.428965826,36.60944,0.58117486,0.70015554,80.70917142,1.281258096,1.543562903,7.775450041,0.123435269,0.148705482,,,,
3/29/2018,TRUE,SCH2,EOF,SCH,FBM,0.0937,50,0.0993,112,143,TRUE,0.885,0.678,1.56,TRUE,3.04,TRUE,0.075,FALSE,0.237,TRUE,0.23,FALSE,-0.0593,FALSE,0.205,,,,,,,,,,,,,,,,
3/29/2018,TRUE,SIM1,EOF,SIM,CCMT,0.0928,20,0.1353,2125,3600,TRUE,3.8,-0.085,3.72,TRUE,5.03,TRUE,0.295,FALSE,0.00898,TRUE,0.00811,FALSE,-0.0631,FALSE,-0.01689,68542.63,0.055577175,0.046670826,145.6530888,0.254978584,0.344769429,321.1067995,0.562125785,0.760078683,22.47073474,0.039337004,0.053189551,,,,
3/29/2018,TRUE,SIM2,EOF,SIM,FBM,0.0933,50,0.1143,420,785,TRUE,3.48,-0.221,3.26,TRUE,1.46,TRUE,0.0641,FALSE,-0.006,TRUE,1.99,FALSE,-0.06,FALSE,1.965,,,,,,,,,,,,,,,,
4/17/2018,TRUE,MUR2,EOF,MUR,FBM,0.0937,20,0.109,765,2231.3,TRUE,5.36,0.908,6.27,TRUE,2.06,TRUE,0.796,FALSE,0.062,TRUE,2.28,FALSE,0.0358,FALSE,2.255,4773919,3.870889288,2.847987214,3652.048035,29.93247213,9.83427314,8051.305098,65.98912806,21.68063856,499.150967,4.091080475,1.344118944,,,,
4/17/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0934,20,0.0995,305,946.54,TRUE,1.01,1.37,2.38,TRUE,0.239,TRUE,0.194,FALSE,0.0802,TRUE,0.0431,FALSE,-0.0601,FALSE,0.0181,1016568,0.824275021,0.554756043,310.05324,2.41943184,0.242959752,683.5433729,5.333879434,0.535629069,38.33670067,0.299151959,0.03004089,,,,
4/17/2018,TRUE,SCH1,EOF,SCH,CCMT,0.0884,50,0.0955,142,146.21,TRUE,0.607,0.998,1.6,TRUE,1.08,TRUE,0.247,FALSE,0.0671,TRUE,0.109,FALSE,-0.0588,FALSE,0.084,1346638,1.091909312,1.262322904,191.222596,2.1546208,1.45436904,421.5693351,4.750077016,3.206301986,40.6136161,0.45761821,0.308892291,,,,
4/17/2018,TRUE,SIM1,EOF,SIM,CCMT,0.0934,50,0.0985,102,496.6,TRUE,4.16,3.45,7.62,TRUE,2.7,TRUE,2.51,FALSE,0.18,TRUE,3.14,FALSE,0.0209,FALSE,3.115,552394,0.447903707,0.376126276,56.344188,4.20924228,1.4914638,124.2163969,9.27969553,3.288081093,8.692540019,0.649383872,0.230096648,,,,
4/24/2018,TRUE,CAR1,EOF,CAR,CCMT,0.092,20,0.1311,1955,570,FALSE,10.4,6.58,17,TRUE,4.35,TRUE,0.819,FALSE,-0.0167,TRUE,7.18,FALSE,0.00833,FALSE,7.155,8718,0.007068912,0.003793692,17.04369,0.148206,0.0379233,37.57451897,0.326734948,0.083605707,1.680434659,0.014612475,0.003739075,,,,
4/24/2018,TRUE,CAR2,EOF,CAR,FBM,0.0919,20,0.1677,3790,1846,FALSE,10.9,5.24,16.1,TRUE,7.34,TRUE,1.07,FALSE,0.0566,TRUE,4.8,FALSE,-0.0558,FALSE,4.775,,,,,,,,,,,,,,,,
4/24/2018,TRUE,MUR2,EOF,MUR,FBM,0.0927,20,0.1257,1650,1470,FALSE,4.36,0.027,4.38,TRUE,3.71,TRUE,0.384,FALSE,0.106,TRUE,0.734,FALSE,-0.034,FALSE,0.709,52693.21,0.042725815,0.031435303,86.9437965,0.23079626,0.195491809,191.6762938,0.508813434,0.430981242,11.88321722,0.03154454,0.026719234,,,,
4/24/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0926,50,0.1255,658,810,FALSE,1.68,1.76,3.43,TRUE,0.525,TRUE,0.219,FALSE,0.0657,TRUE,0.513,FALSE,-0.05,FALSE,0.488,19762,0.01602384,0.010784413,13.003396,0.06778366,0.01037505,28.66728682,0.149435857,0.022872835,1.607811936,0.008381147,0.001282829,,,,
4/24/2018,TRUE,SCH1,EOF,SCH,CCMT,0.0899,50,0.0945,92,201,FALSE,0.883,1.43,2.32,TRUE,0.129,TRUE,0.397,FALSE,0.099,TRUE,0.113,FALSE,-0.0529,FALSE,0.088,24596,0.019943445,0.023056006,2.262832,0.05706272,0.003172884,4.988639427,0.125800473,0.00699494,0.480601101,0.012119506,0.000673886,,,,
4/24/2018,TRUE,SIM1,EOF,SIM,CCMT,0.0912,50,0.1124,424,869,FALSE,11,2.26,13.3,TRUE,2.26,TRUE,1.95,FALSE,0.0522,TRUE,7.86,FALSE,0.104,FALSE,7.756,77616,0.062934236,0.052848903,32.909184,1.0322928,0.17541216,72.55158705,2.275792707,0.386713648,5.077087967,0.159257712,0.027061837,,,,
5/18/2018,TRUE,CAR1,EOF,CAR,CCMT,0.0941,20,0.1649,3540,2560,TRUE,24.1,8.7,32.8,TRUE,10,TRUE,4.09,TRUE,0.0691,FALSE,10.3,TRUE,0.204,TRUE,10.096,184232,0.14938286,0.080169692,652.18128,6.0428096,1.84232,1437.79885,13.32197804,4.061578672,64.30227415,0.595795082,0.181644842,,,,
5/18/2018,TRUE,PRE1,EOF,PRE,CCMT,0.0928,20,0.2381,7265,8900,TRUE,7.84,4.15,12,TRUE,18.5,TRUE,0.717,TRUE,0.0506,FALSE,2.22,TRUE,-0.51,TRUE,2.195,2714047,2.200660602,0.721134004,19717.55146,32.568564,50.2098695,43469.31394,71.80065619,110.6926783,1187.037519,1.960695145,3.022738348,,,,
5/18/2018,TRUE,PRE2,EOF,PRE,FBM,0.0928,20,0.2434,7530,10340,TRUE,8.88,3.1,12,TRUE,20.6,TRUE,0.24,TRUE,0.0769,FALSE,1.23,TRUE,-0.513,TRUE,1.205,3323537,2.694860087,0.865355126,25026.23361,39.882444,68.4648622,55172.83462,87.92483604,150.9376352,1476.393755,2.352818733,4.039005491,,,,
5/23/2018,TRUE,MUR2,EOF,MUR,FBM,0.0913,20,0.1652,3695,5650,FALSE,9.8,9.53,19.3,FALSE,13.8,TRUE,2.72,TRUE,0.0688,FALSE,5.76,TRUE,-0.433,TRUE,5.735,4679.781,0.003794558,0.002791827,17.2917908,0.090319773,0.064580978,38.12148199,0.199118972,0.142375224,2.36339008,0.012344636,0.008826734,,,,
5/23/2018,TRUE,MUZ1,EOF,MUZ,CCMT,0.096,20,0.1427,2335,2050,FALSE,3.23,3.24,6.46,FALSE,2.72,TRUE,0.279,TRUE,0.0924,FALSE,1.5,TRUE,-0.502,TRUE,1.475,513706,0.41653389,0.259119061,1199.50351,3.31854076,1.39728032,2644.425438,7.316054959,3.080444193,137.0878921,0.379266716,0.159691249,,,,
5/23/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0959,20,0.1426,2335,2780,FALSE,3.15,3.38,6.53,FALSE,7.68,TRUE,0.134,TRUE,0.0764,FALSE,1.32,TRUE,0.025,TRUE,1.295,,,,,,,,,,,,,,,,
5/23/2018,TRUE,PRE1,EOF,PRE,CCMT,0.0934,20,0.2177,6215,708,FALSE,7.47,1.44,8.91,FALSE,11.6,TRUE,0.335,TRUE,0.0854,FALSE,2.16,TRUE,-0.508,TRUE,2.135,1959087,1.588508075,0.520537873,12175.72571,17.45546517,22.7254092,26842.60489,38.48231851,50.10043712,733.0039566,1.05085523,1.368116797,,,,
5/23/2018,TRUE,PRE2,EOF,PRE,FBM,0.0921,20,0.1448,2635,6320,FALSE,6.84,1.68,8.52,FALSE,9.8,TRUE,0.233,TRUE,0.087,FALSE,2.1,TRUE,-0.5,TRUE,2.075,3433679,2.784167737,0.89403299,9047.744165,29.25494508,33.6500542,19946.65679,64.49545192,74.18490949,533.7612199,1.725861705,1.985146093,,,,
5/23/2018,TRUE,SCH1,EOF,SCH,CCMT,0.0918,50,0.1164,492,700,FALSE,1.9,2.19,4.08,FALSE,5.07,TRUE,0.601,TRUE,0.463,FALSE,0.248,TRUE,-0.515,TRUE,0.223,477598.1,0.387256124,0.447694941,234.9782652,1.948600248,2.421422367,518.0330835,4.295884107,5.33826775,49.90684812,0.413861667,0.514283984,,,,
5/23/2018,TRUE,SCH2,EOF,SCH,FBM,0.0942,50,0.1175,466,563,FALSE,4.29,1.11,5.4,FALSE,4.38,TRUE,2.71,TRUE,0.303,FALSE,4.57,TRUE,-0.514,TRUE,4.545,433455,0.351463089,0.462451432,201.99003,2.340657,1.8985329,445.3072201,5.160212422,4.185505631,48.82754607,0.565812766,0.458937021,,,,
5/30/2018,TRUE,CAR1,EOF,CAR,CCMT,0.0924,30,0.2392,4893.3,3330,TRUE,5.13,2.13,7.26,TRUE,49.5,TRUE,3.45,TRUE,0.124,TRUE,6.81,FALSE,-0.0377,TRUE,6.785,401364,0.32544239,0.174656023,1964.00784,2.91390264,19.867518,4329.851684,6.42398976,43.79993018,193.6427408,0.28729829,1.958851976,,,,
5/30/2018,TRUE,MUZ1,EOF,MUZ,CCMT,0.0935,30,0.0961,86.7,135,TRUE,0.834,-0.541,0.292,TRUE,1.44,TRUE,0.14,TRUE,0.125,TRUE,0.163,FALSE,-0.0761,TRUE,0.138,390191,0.316382863,0.196816711,33.81655333,0.113935772,0.56187504,74.55197348,0.251182803,1.238709713,3.86479904,0.0130214,0.064215123,,,,
5/30/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0906,30,0.0937,103.3,188,TRUE,0.777,-0.597,0.181,TRUE,1.95,TRUE,0.246,TRUE,0.131,TRUE,0.382,FALSE,-0.0718,TRUE,0.357,702216,0.569385528,0.383209554,72.56232,0.127101096,1.3693212,159.9708907,0.280207076,3.018805518,8.972007329,0.015715484,0.169310461,,,,
5/30/2018,TRUE,PRE1,EOF,PRE,CCMT,0.0903,30,0.2538,5450,6450,TRUE,6.35,5.69,12,TRUE,18.9,TRUE,0.108,TRUE,0.0594,TRUE,0.35,FALSE,-0.0689,TRUE,0.325,3484434,2.825321973,0.925829155,18990.1653,41.813208,65.8558026,41865.71842,92.18139836,145.1857024,1143.247363,2.517241899,3.964655992,,,,
5/30/2018,TRUE,PRE2,EOF,PRE,FBM,0.0941,30,0.2278,4456.7,7880,TRUE,6.5,6.14,12.6,TRUE,16.4,TRUE,0.17,TRUE,0.114,TRUE,1.27,FALSE,-0.0637,TRUE,1.245,3945699,3.19933455,1.027348531,17584.66521,49.7158074,64.7094636,38767.15292,109.603469,142.6584835,1037.38702,2.932926652,3.817460087,,,,
6/5/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0945,30,0.1078,443.3,472,TRUE,0.723,0.834,1.56,FALSE,2.53,TRUE,0.126,TRUE,0.11,TRUE,0.0035,FALSE,-0.0743,TRUE,-0.0215,171305,0.138901119,0.093483647,75.94521667,0.2672358,0.43340165,167.4288247,0.589148045,0.955477278,9.390287418,0.033042515,0.053588182,,,,
6/14/2018,FALSE,MUR2,EOF,MUR,FBM,0.0894,30,0.1357,1543.3,620,TRUE,25.2,27.7,52.9,TRUE,44.5,FALSE,0.608,TRUE,0.0799,TRUE,6.02,FALSE,0.12,TRUE,5.9,3207197,2.600526844,1.913324472,4949.774037,169.6607213,142.7202665,10912.27184,374.0340262,314.6410995,676.5202629,23.1887183,19.50657778,,,,
6/14/2018,FALSE,PRE1,EOF,PRE,CCMT,0.0976,30,0.1916,3133.3,3000,TRUE,4.77,3.85,8.62,TRUE,2.59,FALSE,0.361,TRUE,0.51,TRUE,1.6,FALSE,-0.052,TRUE,1.575,7110,0.00576508,0.001889158,22.278,0.0612882,0.0184149,49.1140788,0.135115966,0.040597489,1.341181835,0.003689677,0.001108615,,,,
6/14/2018,FALSE,SIM1,EOF,SIM,CCMT,0.0915,30,1.0131,30720,22000,TRUE,7.81,7.44,15.3,TRUE,6.91,FALSE,3.06,TRUE,0.0624,TRUE,2.12,FALSE,0.0116,TRUE,2.095,141283,0.11455805,0.096199902,4340.21376,2.1616299,0.97626553,9568.435255,4.765529278,2.152274987,669.589591,0.333487003,0.150614065,,,,
6/25/2018,TRUE,CAR1,EOF,CAR,CCMT,0.2479,50,0.2684,410,497,FALSE,4.29,1.63,5.91,TRUE,3.57,TRUE,0.899,TRUE,0.278,TRUE,0.565,FALSE,0.64,TRUE,-0.075,1113947,0.903233907,0.484740916,456.71827,6.58342677,3.97679079,1006.881098,14.51382266,8.767232976,45.03046056,0.649097614,0.392094498,,,,
6/25/2018,TRUE,MUR2,EOF,MUR,FBM,0.2486,20,0.3022,2680,2180,FALSE,7.69,3.29,11,TRUE,8.97,TRUE,0.278,TRUE,0.14,TRUE,1.03,FALSE,0.466,TRUE,0.564,7188283,5.828554625,4.288329583,19264.59844,79.071113,64.47889851,42470.73372,174.3201757,142.1501797,2633.027509,10.80720246,8.812782372,,,,
6/25/2018,TRUE,MUZ1,EOF,MUZ,CCMT,0.2517,20,0.3208,3455,2320,FALSE,5.12,2.24,7.36,TRUE,10.7,TRUE,0.174,TRUE,0.134,TRUE,0.0268,FALSE,0.0202,TRUE,0.0018,1239224,1.004813636,0.625078467,4281.51892,9.12068864,13.2596968,9439.036611,20.10747018,29.23232757,489.3227896,1.042377925,1.51541356,,,,
6/25/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.2486,50,0.2812,652,586,FALSE,1.6,0.325,1.92,TRUE,2.94,TRUE,0.0306,TRUE,0.0919,TRUE,0.0035,FALSE,0.0236,TRUE,-0.0215,388013,0.314616852,0.211744376,252.984476,0.74498496,1.14075822,557.7295758,1.642393843,2.514915572,31.28040246,0.092114069,0.141049668,,,,
6/25/2018,TRUE,PRE2,EOF,PRE,FBM,0.2462,20,0.3562,5500,5660,FALSE,7.69,0.355,8.04,TRUE,12.8,TRUE,0.0554,TRUE,0.254,TRUE,0.0035,FALSE,0.0137,TRUE,-0.0215,1996400,1.618762986,0.51980615,10980.2,16.051056,25.55392,24206.94892,35.38615806,56.33617203,647.7642205,0.946913515,1.507524004,,,,
6/25/2018,TRUE,SCH1,EOF,SCH,CCMT,0.2472,50,0.2777,610,481,FALSE,2.23,1.39,3.62,TRUE,3.6,TRUE,0.0835,TRUE,0.297,TRUE,0.0233,FALSE,0.0226,TRUE,-0.0017,1027122,0.832832637,0.962812297,626.54442,3.71818164,3.6976392,1381.279828,8.197103244,8.15181538,133.0712744,0.789701661,0.785338669,,,,
6/25/2018,TRUE,SIM1,EOF,SIM,CCMT,0.2507,50,0.2879,744,470,FALSE,21.3,2.28,23.5,TRUE,3.28,TRUE,2.27,TRUE,0.105,TRUE,2.41,FALSE,1.74,TRUE,0.67,295863,0.239897853,0.20145376,220.122072,6.9527805,0.97043064,485.2811199,15.32809989,2.139411389,33.95949055,1.072645199,0.149713883,,,,
7/6/2018,TRUE,CAR1,EOF,CAR,CCMT,0.0933,40,0.2276,3357.5,2580,TRUE,11.2,4.93,16.1,FALSE,9.79,TRUE,0.13,TRUE,0.211,TRUE,0.0035,FALSE,0.0119,TRUE,-0.0215,,,,,,,,,,,,,,,,
7/6/2018,TRUE,MUR2,EOF,MUR,FBM,0.0938,40,0.1074,340,168,TRUE,2.46,0.481,2.94,FALSE,1.78,TRUE,0.122,TRUE,0.0903,TRUE,0.206,FALSE,0.211,TRUE,-0.005,768363,0.623020228,0.458383982,261.24342,2.25898722,1.36768614,575.9372437,4.980163225,3.015200864,35.70596675,0.308751595,0.186931238,,,,
7/6/2018,TRUE,MUZ1,EOF,MUZ,CCMT,0.0932,40,0.1012,200,84.9,TRUE,0.526,0.41,0.936,FALSE,1.43,TRUE,0.0438,TRUE,0.0912,TRUE,0.0035,FALSE,0.0248,TRUE,-0.0215,541106,0.438750934,0.272939928,108.2212,0.506475216,0.77378158,238.5844575,1.116575261,1.705878871,12.36829743,0.057883632,0.088433327,,,,
7/6/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0952,40,0.1016,160,133,TRUE,0.578,0.392,0.97,FALSE,1.54,TRUE,0.0369,TRUE,0.0754,TRUE,0.258,FALSE,0.333,TRUE,-0.075,250687,0.203267299,0.136803567,40.10992,0.24316639,0.38605798,88.42632963,0.536084623,0.851103423,4.959412767,0.03006644,0.047734348,,,,
7/6/2018,TRUE,PRE1,EOF,PRE,CCMT,0.0922,40,0.235,3570,4040,TRUE,4.35,1.79,6.15,FALSE,10.6,TRUE,-0.0254,TRUE,0.189,TRUE,0.0035,FALSE,0.0137,TRUE,-0.0215,2167,0.001757092,0.000575781,7.73619,0.01332705,0.0229702,17.05520447,0.029380814,0.050640103,0.465734693,0.000802316,0.001382854,,,,
7/6/2018,TRUE,SIM1,EOF,SIM,CCMT,0.0926,40,0.0993,167.5,57.7,TRUE,3.36,0.582,3.95,FALSE,0.717,TRUE,0.286,TRUE,0.0541,TRUE,0.38,FALSE,-0.077,TRUE,0.355,268874,0.218014065,0.183076891,45.036395,1.0620523,0.192782658,99.28723642,2.341400501,0.425008648,6.948022143,0.16384888,0.029741683,,,,
7/13/2018,TRUE,MUR1,EOF,MUR,CCMT,0.0934,35,0.1892,2737.1,NA,FALSE,7.9,-0.107,7.79,TRUE,5.95,TRUE,0.0286,TRUE,0.224,TRUE,0.221,TRUE,0.244,TRUE,-0.023,229513,0.186098552,0.117289003,628.2098686,1.78790627,1.36560235,1384.951476,3.941618163,3.010606941,72.73904812,0.207017761,0.158120112,,,,
7/13/2018,TRUE,MUR2,EOF,MUR,FBM,0.0924,35,0.1218,840,NA,FALSE,2.56,0.936,3.49,TRUE,3.61,TRUE,-0.000888,TRUE,0.175,TRUE,0.0267,TRUE,0.0528,TRUE,-0.0261,301596,0.244546404,0.17992378,253.34064,1.05257004,1.08876156,558.5147749,2.32049591,2.400283735,34.6258385,0.143862115,0.148808663,,,,
7/13/2018,TRUE,SCH2,EOF,SCH,FBM,0.0944,40,0.1126,455,NA,FALSE,0.547,0.614,1.16,TRUE,1.83,TRUE,0.0421,TRUE,0.0942,TRUE,0.0035,TRUE,0.0436,TRUE,-0.0215,715429,0.580099171,0.763288382,325.520195,0.82989764,1.30923507,717.6418219,1.829592337,2.886339635,78.68879626,0.200613195,0.316484609,,,,
7/19/2018,FALSE,CAR1,EOF,CAR,CCMT,0.0947,50,0.1865,1836,1530,TRUE,12.4,4.33,16.7,TRUE,11.1,TRUE,0.0812,TRUE,0.381,TRUE,0.224,FALSE,-0.146,FALSE,0.199,,,,,,,,,,,,,,,,
7/19/2018,FALSE,PRE1,EOF,PRE,CCMT,0.0939,50,0.1146,414,507,TRUE,0.721,1.06,1.78,TRUE,2.73,TRUE,-0.00948,TRUE,0.358,TRUE,0.0035,FALSE,-0.437,FALSE,-0.0215,1258655,1.020569087,0.334430067,521.08317,2.2404059,3.43612815,1148.779957,4.939198847,7.575288119,31.37028827,0.134877085,0.206862046,,,,
7/19/2018,FALSE,PRE2,EOF,PRE,FBM,0.0925,50,0.136,870,561,TRUE,1.41,1.34,2.75,TRUE,3.49,TRUE,-0.0175,TRUE,0.353,TRUE,0.0122,FALSE,-0.389,FALSE,-0.0128,4594725,3.725591445,1.196336562,3997.41075,12.63549375,16.03559025,8812.691739,27.85620952,35.35206227,235.8226315,0.745416364,0.946001131,,,,
7/19/2018,FALSE,SCH1,EOF,SCH,CCMT,0.0939,50,0.1011,144,59.5,TRUE,0.955,0.791,1.75,TRUE,1.64,TRUE,0.0366,TRUE,2.62,TRUE,0.0371,FALSE,-0.305,FALSE,0.0121,1746700,1.416295986,1.637336401,251.5248,3.056725,2.864588,554.5115741,6.738855935,6.315270705,53.42115357,0.649215408,0.608407582,,,,
7/19/2018,FALSE,SIM1,EOF,SIM,CCMT,0.0916,25,0.2462,6184,5760,TRUE,8.01,9.89,17.9,TRUE,10.8,TRUE,1.4,TRUE,0.369,TRUE,0.0035,FALSE,-0.403,FALSE,-0.0215,118117,0.095774107,0.080426122,730.435528,2.1142943,1.2756636,1610.318165,4.661173214,2.812327973,112.688465,0.32618427,0.196803917,,,,
7/23/2018,TRUE,MUR1,EOF,MUR,CCMT,0.0917,30,0.2958,6803.3,8320,TRUE,9.63,7.35,17,TRUE,14.2,TRUE,0.167,TRUE,0.263,TRUE,0.0035,FALSE,-0.396,FALSE,-0.0215,99207,0.080441104,0.050698175,674.93829,1.686519,1.4087394,1487.968954,3.718099787,3.105706881,78.14962994,0.19527835,0.163114857,,,,
7/23/2018,TRUE,MUR2,EOF,MUR,FBM,0.093,30,0.1619,2296.7,2650,TRUE,3.39,2.97,6.36,TRUE,8.46,TRUE,0.0426,TRUE,0.207,TRUE,0.0035,FALSE,-0.44,FALSE,-0.0215,181414,0.14709791,0.108226544,416.6474867,1.15379304,1.53476244,918.5410491,2.543652136,3.383537275,56.94612828,0.157696971,0.209766725,,,,
7/23/2018,TRUE,MUZ1,EOF,MUZ,CCMT,0.0909,50,0.0963,108,46,TRUE,0.443,0.792,1.25,TRUE,1.27,TRUE,0.0833,TRUE,0.157,TRUE,0.287,FALSE,-0.0987,FALSE,0.262,627259,0.508607319,0.316396466,67.743972,0.78407375,0.79661893,149.3483607,1.728568989,1.756226093,7.742268568,0.08960959,0.091043343,,,,
7/23/2018,TRUE,MUZ2,EOF,MUZ,FBM,0.0938,30,0.1029,303.3,267,TRUE,3.42,2,5.43,TRUE,3.3,TRUE,0.591,TRUE,0.366,TRUE,0.22,FALSE,-0.173,FALSE,0.195,45359,0.036778937,0.02475307,13.75889667,0.24629937,0.1496847,30.33286359,0.542991591,0.32999489,1.701226225,0.030453819,0.018507846,,,,
7/23/2018,TRUE,PRE1,EOF,PRE,CCMT,0.0935,30,0.4252,11056.7,7230,TRUE,7.07,3.69,10.8,TRUE,12.6,TRUE,0.0489,TRUE,0.161,TRUE,0.0172,FALSE,-0.387,FALSE,-0.0078,618285,0.501330832,0.164280994,6836.17115,6.677478,7.790391,15071.02292,14.721168,17.174696,411.5516908,0.401998034,0.468997706,,,,
7/23/2018,TRUE,PRE2,EOF,PRE,FBM,0.0926,50,0.0994,136,134,TRUE,0.683,1.63,2.31,TRUE,1.63,TRUE,0.197,TRUE,0.327,TRUE,0.0035,FALSE,-0.397,FALSE,-0.0215,1900935,1.541356049,0.494949762,258.52716,4.39115985,3.09852405,569.9489769,9.680751005,6.831006121,15.25151129,0.259051405,0.182793849,,,,
7/23/2018,TRUE,SIM1,EOF,SIM,CCMT,0.0926,50,0.1475,1098,526,TRUE,12,2.17,14.2,TRUE,3.73,TRUE,0.145,TRUE,0.232,TRUE,0.68,FALSE,0.384,FALSE,0.296,106540,0.086387001,0.072543318,116.98092,1.512868,0.3973942,257.8961362,3.335268793,0.876095253,18.04731534,0.233398796,0.061308275,,,,
7/31/2018,FALSE,MUR1,EOF,MUR,CCMT,0.0928,20,0.2117,5945,6430,TRUE,6.93,2.47,9.4,TRUE,12,TRUE,0.159,TRUE,0.333,TRUE,0.0956,FALSE,-0.289,FALSE,0.0706,47765,0.038729821,0.024409551,283.962925,0.448991,0.57318,626.0246645,0.989845559,1.263632628,32.87944666,0.051987687,0.06636726,,,,
7/31/2018,FALSE,MUZ2,EOF,MUZ,FBM,0.0927,20,0.0972,225,126,TRUE,0.661,0.579,1.24,TRUE,1.42,TRUE,-0.0364,TRUE,0.141,TRUE,0.0035,FALSE,-0.402,FALSE,-0.0215,55551,0.045043029,0.030314994,12.498975,0.06888324,0.07888242,27.55524028,0.151859991,0.173904183,1.545442529,0.008517105,0.00975346,,,,
7/31/2018,FALSE,PRE1,EOF,PRE,CCMT,0.0944,20,0.1293,1745,585,TRUE,1.69,0.045,1.73,TRUE,4.11,TRUE,-0.0217,TRUE,0.258,TRUE,0.0966,FALSE,-0.266,FALSE,0.0716,2028901,1.645116129,0.539087754,3540.432245,3.50999873,8.33878311,7805.236927,7.7381432,18.38368124,213.1413689,0.211309208,0.502012049,,,,
7/31/2018,FALSE,SCH1,EOF,SCH,CCMT,0.0938,20,0.0952,70,15.7,TRUE,0.338,0.217,0.599,TRUE,1.07,TRUE,0.0361,TRUE,0.271,TRUE,0.039,FALSE,-0.389,FALSE,0.014,799175,0.648003862,0.749137412,55.94225,0.478705825,0.85511725,123.3302844,1.055354862,1.885191489,11.88153028,0.101671952,0.181617677,,,,
7/31/2018,FALSE,SCH2,EOF,SCH,FBM,0.0937,20,0.0962,125,59.8,TRUE,6.68,-6.42,0.258,TRUE,1.22,TRUE,0.068,TRUE,0.148,TRUE,0.107,FALSE,-0.259,FALSE,0.082,718728,0.582774135,0.766808073,89.841,0.185431824,0.87684816,198.0634686,0.408802999,1.933099454,21.71748559,0.04482489,0.211962659,,,,
9/11/2018,FALSE,CAR1,EOF,CAR,CCMT,0.0933,20,0.1208,1375,960,FALSE,NA,NA,8.44,TRUE,7.84,TRUE,0.155,FALSE,21.2,TRUE,0.69,FALSE,-0.044,TRUE,0.665,,,,,,,,,,,,,,,,
9/11/2018,FALSE,MUR1,EOF,MUR,CCMT,0.0923,20,0.1771,4240,4472,FALSE,NA,NA,3.54,TRUE,3.52,TRUE,-0.00819,FALSE,0.571,TRUE,0.15,FALSE,-0.0419,TRUE,0.125,2628348,2.131172338,1.343175844,11144.19552,9.30435192,9.25178496,24568.49344,20.51237424,20.39648512,1290.362051,1.07733058,1.071243967,,,,
9/11/2018,FALSE,MUR2,EOF,MUR,FBM,0.0913,20,0.116,1235,2024,FALSE,NA,NA,4.85,TRUE,5.61,TRUE,0.0743,FALSE,0.626,TRUE,0.0035,FALSE,-0.0482,TRUE,-0.0215,1154103,0.935794038,0.68850573,1425.317205,5.59739955,6.47451783,3142.25431,12.34002705,14.27372201,194.8080787,0.765035775,0.884917669,,,,
9/11/2018,FALSE,MUZ1,EOF,MUZ,CCMT,0.0935,20,0.1504,2845,2620,FALSE,NA,NA,11.4,TRUE,9.68,TRUE,0.0719,FALSE,0.65,TRUE,2.55,FALSE,-0.0457,TRUE,2.525,3594904,2.914895579,1.813309847,10227.50188,40.9819056,34.79867072,22547.55064,90.34870909,76.71714947,1168.872506,4.683707055,3.977042482,,,,
9/11/2018,FALSE,MUZ2,EOF,MUZ,FBM,0.0931,30,0.1033,340,373,FALSE,NA,NA,4.9,TRUE,3.22,TRUE,0.0707,FALSE,0.921,TRUE,2.71,FALSE,-0.0446,TRUE,2.685,,,,,,,,,,,,,,,,
