DATE/TIME,Date Analyzed,LOCCODE,ST/GRB,Alk,NH3,TSS,Nitrate,Nitrite,NN,,TP,Turbidity,DIP,TIP,TN,OrgN,TOC,COD,Cl,TKN
3/7/2011,3/8/2011,HS1,GRB,,0.35,264,0.3486,0.0164,0.365,0,0,254,0.1,0,,,,,,
3/15/2011,3/16/2011,HS1,GRB,,3.75,226.67,0.07642,0.00438,0.0808,0.231496576,0.994457124,152,0.71,3.05,,,,,,
3/30/2011,3/31/2011,HS1,GRB,,1.75,8,0.682,0.039,0.721,0.166286273,0.877078578,22,0.51,2.69,,,,,,
4/20/2011,4/21/2011,HS1,GRB,,0.697,0,0,0.00659,0,0.342354092,1.020541246,67.1,1.05,3.13,,,,,,
4/25/2011,4/26/2011,HS1,GRB,,1.11,0,0.00939,0.00591,0.0153,0.391261819,1.089012064,116,1.2,3.34,,,,,,
9/27/2011,9/28/2011,HS1,GRB,,0,195,0.05269075,0.00291,0.05560075,0.02689925,0.753179002,227,0.0825,2.31,,,,,,
1/26/2011,1/27/2011,HS1,GRB FD,,0.085,236,2.04,0.0214,2.0614,0.059341376,0.50537985,351,0.182,1.55,,,,,,
2/16/2011,2/17/2011,HS1,GRB FD,,0.115,40,0.0548,0,0.0548,0.022823606,0.286925334,73.5,0.07,0.88,,,,,,
12/8/2011,,HS2,GRB,24.9,0.57,59,,,0.30,,0.41,,,,0.87,0.49,0.08,8,41,8.3
1/19/2012,,HS2,GRB,55.5,0.95,32,,,0.12,,0.66,,,,1.07,0.67,0.28,16,28,4.3
2/20/2012,,HS2,GRB,34.5,1.73,101,,,0.40,,0.51,,,,2.13,0.80,0.93,10,60,5.6
7/8/2012,,HS2,GRB,178,1.43,594,,,<MQL,,1.13,,,,.,1.24,0.19,16,64,10.2
8/8/2012,,HS2,GRB,227,0.60,68,,,<MQL,,0.15,,,,.,.,<MQL,10,28,7.5
11/28/2012,,HS2,GRB,52.2,3.08,508,,,<MQL,,1.44,,,,.,2.94,0.14,17,44,41.4
12/12/2012,,HS2,GRB,38.2,0.73,180,,,0.83,,0.62,,,,1.56,.,<MQL,14,42,46.5
2/4/2013,,HS2,GRB,35.7,1.84,67,,,0.08,,0.63,,,,1.92,1.75,0.09,10,21,19.8
2/18/2013,,HS2,GRB,46.7,1.25,133,,,0.03,,0.70,,,,1.28,1.21,0.04,12,22,9.2
2/18/2013,,HS2,GRB,.,3.95,.,,,0.33,,1.71,,,,4.28,.,<MQL,7,26,.
4/8/2013,,HS2,GRB,26.1,1.17,23,,,<MQL,,0.62,,,,.,1.11,0.06,14,29,1.5
7/15/2013,,HS2,GRB,134,1.04,54,,,<MQL,,0.21,,,,.,.,<MQL,16,22,4.1
8/5/2013,,HS2,GRB,220,0.92,41,,,0.11,,0.21,,,,1.03,.,<MQL,24,13,9.4
9/18/2013,,HS2,GRB,202,0.98,67,,,<MQL,,0.12,,,,.,.,<MQL,38,40,7.6
1/16/2014,,HS2,GRB,39.3,0.98,16,,,0.03,,0.38,,,,1.01,.,<MQL,14,19,4.3
3/11/2014,,HS2,GRB,26.8,1.27,47,,,0.40,,0.29,,,,1.67,.,<MQL,11,20,3.2
3/31/2014,,HS2,GRB,30.9,1.49,55,,,3.81,,0.45,,,,5.3,1.37,0.12,9,27,2.6
5/29/2014,,HS2,GRB,46.2,1.52,46,,,1.06,,0.36,,,,,,0.45,21,49,4.2
6/25/2014,,HS2,GRB,53.4,1.45,65,,,<MQL,,0.74,,,,,,0.07,27,57,13.2
8/12/2014,,HS2,GRB,25.1,0.72,92,,,0.30,,0.37,,,,,,0.23,9,14,7.0
10/16/2014,,HS2,GRB,32.4,2.06,332,,,0.04,,0.60,,,,,,0.32,13,24,13.9
11/12/2014,,HS2,GRB,99.7,0.73,97,,,0.07,,0.27,,,,,,0.15,14,25,11.1
12/7/2014,,HS2,GRB,NULL,0.52,NULL,,,0.07,,0.31,,,,,,0.09,16,37,NULL
1/14/2015,,HS2,GRB,30.4,1.33,21,,,0.10,,0.45,,,,,,0.23,10,29,12.0
2/18/2015,,HS2,GRB,26.5,1.00,84,,,0.23,,0.54,,,,,,0.34,11,30,14.1
11/4/2010,11/5/2010,HS2,GRB,,0.314,200,24.49,0.29,24.78,0.019889142,0.531463971,415,0.061,1.63,,,,,,
12/1/2010,12/3/2010,HS2,GRB,,0.178,400,3.15,0.032,3.182,0.185197261,0.942288882,604,0.568,2.89,,,,,,
12/9/2010,12/10/2010,HS2,GRB,,3.04,400,1.75,0.039,1.789,0.067166612,0.805347245,564,0.206,2.47,,,,,,
1/19/2011,1/20/2011,HS2,GRB,,0.164,158,4.69,0.02,4.71,0,0.250081513,116,0,0.767,,,,,,
1/26/2011,1/27/2011,HS2,GRB,,0.124,230,1.85,0.021,1.871,0.06227584,0.609716335,367,0.191,1.87,,,,,,
2/16/2011,2/17/2011,HS2,GRB,,0.215,64,0,0,0,0.061949788,0.358656668,118,0.19,1.1,,,,,,
3/2/2011,3/3/2011,HS2,GRB,,1.32,74,0.09006,0.00114,0.0912,0.039126182,0.736876426,122,0.12,2.26,,,,,,
3/7/2011,3/8/2011,HS2,GRB,,0.209,110,0.4229,0.0131,0.436,0,0,187,0.09,0,,,,,,
3/15/2011,3/16/2011,HS2,GRB,,5.11,86.67,0.16973,0.00527,0.175,0.19563091,0.678187154,143,0.6,2.08,,,,,,
3/30/2011,3/31/2011,HS2,GRB,,1.78,48,0.8377,0.0233,0.861,0.185849364,1.11183567,75.1,0.57,3.41,,,,,,
4/20/2011,4/21/2011,HS2,GRB,,0.464,0,0,0.00455,0,0.231496576,1.040104336,64.7,0.71,3.19,,,,,,
4/25/2011,4/26/2011,HS2,GRB,,1.62,200,0.01017,0.00653,0.0167,0.254320183,2.112813825,408,0.78,6.48,,,,,,
7/18/2011,7/19/2011,HS2,GRB,,0.042,230,0,0.00272,0,0.189109879,1.561786762,187,0.58,4.79,,,,,,
7/18/2011,7/19/2011,HS2,GRB,,0.042,230,0,0.00272,0,0.189109879,1.561786762,187,0.58,4.79,,,,,,
9/27/2011,9/28/2011,HS2,GRB,,0,255,0.083863303,0.00375,0.087613303,0.042386697,0.727094881,193,0.13,2.23,,,,,,
1/19/2011,1/20/2011,HS2,GRB FD,,0.042,86,4.71,0.02,4.73,0,0,118,0,0,,,,,,
4/20/2011,4/21/2011,HS2,GRB FD,,0.427,0,0,0.00594,0,0.286925334,0.912944245,56.4,0.88,2.8,,,,,,
7/18/2011,7/19/2011,HS2,GRB FD,,0.016,80,0,0.00243,0,0.136941637,1.457450277,190,0.42,4.47,,,,,,
7/18/2011,7/19/2011,HS2,GRB FD,,0.016,80,0,0.00243,0,0.136941637,1.457450277,190,0.42,4.47,,,,,,
5/16/2012,,PN1,GRB,140,0.65,25,,,<MQL,,0.05,,,,.,.,<MQL,15,26,14.6
5/16/2012,,PN1,GRB,143,0.72,24,,,<MQL,,0.06,,,,.,.,<MQL,18,25,14.5
6/6/2012,,PN1,GRB,167,1.20,10,,,0.17,,0.16,,,,1.37,0.82,0.38,19,18,8.1
6/26/2012,,PN1,GRB,129,1.48,41,,,<MQL,,0.26,,,,.,.,<MQL,10,48,6.2
8/8/2012,,PN1,GRB,199,1.33,138,,,0.02,,0.45,,,,1.35,.,<MQL,16,78,9.2
9/4/2012,,PN1,GRB,106,1.11,38,,,<MQL,,0.18,,,,.,.,<MQL,10,29,7.7
10/10/2012,,PN1,GRB,64.0,1.76,25,,,<MQL,,0.82,,,,.,.,<MQL,23,77,3.6
11/28/2012,,PN1,GRB,63.3,1.12,38,,,<MQL,,0.36,,,,.,.,<MQL,16,25,8.6
12/12/2012,,PN1,GRB,21.4,1.01,17,,,0.11,,0.48,,,,1.12,.,<MQL,19,66,5.9
2/4/2013,,PN1,GRB,29.6,1.31,37,,,<MQL,,0.44,,,,.,.,<MQL,11,23,14.0
2/18/2013,,PN1,GRB,24.8,1.22,32,,,0.04,,0.32,,,,1.26,.,<MQL,11,30,6.2
4/8/2013,,PN1,GRB,24.2,1.05,21,,,<MQL,,0.50,,,,.,1.01,0.04,15,30,1.3
6/5/2013,,PN1,GRB,52.1,1.81,248,,,0.21,,1.16,,,,2.02,0.83,0.98,13,25,10.2
6/25/2013,,PN1,GRB,248,0.52,640,,,0.59,,0.24,,,,1.11,.,<MQL,8,<MQL,23.0
7/15/2013,,PN1,GRB,244,0.65,11,,,0.04,,0.18,,,,0.69,.,<MQL,23,19,10.7
8/28/2013,,PN1,GRB,238,0.97,11,,,<MQL,,0.20,,,,.,.,<MQL,23,<MQL,8.3
9/18/2013,,PN1,GRB,255,1.40,29,,,<MQL,,0.37,,,,.,.,<MQL,38,24,6.0
1/16/2014,,PN1,GRB,28.2,1.11,20,,,0.02,,0.36,,,,1.13,1.07,0.04,15,35,3.8
2/3/2014,,PN1,GRB,.,1.90,.,,,0.69,,1.13,,,,2.59,1.77,0.13,10,98,.
3/11/2014,,PN1,GRB,20.5,1.01,20,,,<MQL,,0.28,,,,.,.,<MQL,16,32,5.7
3/31/2014,,PN1,GRB,26.7,0.94,22,,,<MQL,,0.27,,,,.,.,<MQL,16,38,4.6
6/25/2014,,PN1,GRB,36.2,1.54,16,,,0.17,,0.37,,,,,,0.54,11,18,7.9
7/28/2014,,PN1,GRB,28.3,0.83,5,,,0.20,,0.36,,,,,,0.15,15,30,2.5
8/12/2014,,PN1,GRB,91.2,0.83,29,,,0.20,,0.17,,,,,,0.06,13,17,7.2
10/16/2014,,PN1,GRB,39.4,0.73,30,,,<MQL,,0.28,,,,,,<MQL,9,24,13.1
12/8/2014,,PN1,GRB,27.9,0.43,36,,,0.11,,0.32,,,,,,<MQL,21,48,9.9
1/14/2015,,PN1,GRB,32.3,0.64,11,,,<MQL,,0.20,,,,,,0.08,15,43,6.6
2/18/2015,,PN1,GRB,29.5,0.72,4,,,<MQL,,0.17,,,,,,<MQL,20,59,6.6
7/8/2010,7/9/2010,PN1,GRB,,0.091,0,0,0.013,0.013,0.015976524,0.00652103,20.7,0.049,0.02,,,,,,
7/29/2010,7/30/2010,PN1,GRB,,0.046,100,0.1,0.007,0.107,0.069448973,0.117052494,4.07,0.213,0.359,,,,,,
8/26/2010,8/27/2010,PN1,GRB,,0.042,100,0.1,0.001,0.101,0.127160091,0.153570264,12.5,0.39,0.471,,,,,,
9/8/2010,9/9/2010,PN1,GRB,,0.019,0,0.2,0.009,0.209,0.108901206,0.272905119,14.3,0.334,0.837,,,,,,
11/4/2010,11/5/2010,PN1,GRB,,0.106,0,3.294,0.259,3.553,0.175741767,0.275839583,45.1,0.539,0.846,,,,,,
12/1/2010,12/3/2010,PN1,GRB,,0.136,100,0.275,0.027,0.302,0.185849364,0.345614607,77.1,0.57,1.06,,,,,,
12/9/2010,12/10/2010,PN1,GRB,,0.046,100,0.000495,0.009,0.009495,0.098141506,0.167916531,12.4,0.301,0.515,,,,,,
1/26/2011,1/27/2011,PN1,GRB,,0.027,200,1.33,0.025,1.355,0.140202152,0.596674275,238,0.43,1.83,,,,,,
2/16/2011,2/17/2011,PN1,GRB,,0.08,6,0,0,0,0.026084121,0.088033909,6.43,0.08,0.27,,,,,,
3/2/2011,3/3/2011,PN1,GRB,,0.085,0,0,0.00297,0,0.032605152,0.193022498,7.02,0.1,0.592,,,,,,
3/7/2011,3/8/2011,PN1,GRB,,0.039,16,0,0.00607,0,0.052168243,0.17411151,5.78,0.16,0.534,,,,,,
3/15/2011,3/16/2011,PN1,GRB,,0.083,6.67,0.256,0,0.256,0.205412455,0.446690577,51.1,0.63,1.37,,,,,,
3/30/2011,3/31/2011,PN1,GRB,,0.07,0,0.00034,0.00771,0.00805,0.176067819,0.300619498,9.7,0.54,0.922,,,,,,
4/20/2011,4/21/2011,PN1,GRB,,0.039,0,0,0.00318,0,0.290185849,0.639060972,15.6,0.89,1.96,,,,,,
4/25/2011,4/26/2011,PN1,GRB,,0.243,0,0.2562,0.0188,0.275,0.417345941,0.528203456,80.6,1.28,1.62,,,,,,
7/5/2011,7/6/2011,PN1,GRB,,0.114,0,0,0.00235,0,0.10107597,0.14411477,4.45,0.31,0.442,,,,,,
7/18/2011,7/19/2011,PN1,GRB,,0.055,155,0,0.0029,0,0.238017607,0.678187154,61.9,0.73,2.08,,,,,,
8/2/2011,8/3/2011,PN1,GRB,,0.11,80,0,0.00616,0,0.319530486,0.929246821,29.6,0.98,2.85,,,,,,
8/15/2011,8/16/2011,PN1,GRB,,0.034,0,0,0.00738,0,0.521682426,0.828170851,9.83,1.6,2.54,,,,,,
9/7/2011,9/8/2011,PN1,GRB,,0.15,95,0.0768,0,0.0768,0.09455494,0.195956961,17.2,0.29,0.601,,,,,,
9/27/2011,9/28/2011,PN1,GRB,,0.0111,160,0.06744,0.00306,0.0705,0.335833062,1.806325399,112,1.03,5.54,,,,,,
3/30/2011,3/31/2011,PN1,GRB FD,,0.043,16,0,0.00481,0,0.257580698,0.229214216,9.93,0.79,0.703,,,,,,
7/5/2011,7/6/2011,PN1,GRB FD,,0.102,200,0,0.00224,0,0.09455494,0.193022498,5.2,0.29,0.592,,,,,,
7/18/2011,7/19/2011,PN1,GRB FD,,0.025,160,0,0.00214,0,0.182588849,0.932507336,36,0.56,2.86,,,,,,
8/2/2011,8/3/2011,PN1,GRB FD,,0.048,60,0,0.00606,0,0.30974894,0.665145093,22.6,0.95,2.04,,,,,,
8/15/2011,8/16/2011,PN1,GRB FD,,0.04,0,0.09464,0.00736,0.102,0.515161396,0.850994457,8.59,1.58,2.61,,,,,,
9/7/2011,9/8/2011,PN1,GRB FD,,0.155,10,0.06007,0,0.06007,0.107597,0.185523313,17.4,0.33,0.569,,,,,,
5/16/2012,,PN2,GRB,136,0.67,25,,,<MQL,,0.06,,,,.,.,<MQL,22,28,14.2
6/6/2012,,PN2,GRB,99.0,1.99,37,,,0.48,,0.12,,,,2.47,1.90,0.09,21,38,11.2
6/26/2012,,PN2,GRB,128,1.03,44,,,<MQL,,0.16,,,,.,.,<MQL,11,24,5.9
7/8/2012,,PN2,GRB,191,3.05,59,,,0.51,,0.23,,,,3.56,1.72,1.33,11,18,11.4
8/8/2012,,PN2,GRB,250,0.43,71,,,0.08,,0.18,,,,0.51,0.36,0.07,7,18,15.8
9/4/2012,,PN2,GRB,111,0.72,31,,,<MQL,,0.14,,,,.,.,<MQL,9,27,9.7
10/10/2012,,PN2,GRB,64.6,1.87,27,,,<MQL,,0.88,,,,.,.,<MQL,21,70,3.2
11/28/2012,,PN2,GRB,64.9,1.19,55,,,<MQL,,0.31,,,,.,.,<MQL,14,20,8.3
12/12/2012,,PN2,GRB,18.0,1.92,111,,,1.87,,0.56,,,,3.79,.,<MQL,14,48,15.1
2/4/2013,,PN2,GRB,23.0,1.47,98,,,0.04,,0.47,,,,1.51,.,<MQL,10,16,25.7
2/18/2013,,PN2,GRB,22.1,0.87,171,,,0.05,,0.31,,,,0.92,0.81,0.06,12,31,6.6
4/8/2013,,PN2,GRB,89.6,1.44,101,,,0.07,,0.46,,,,1.51,1.40,0.04,12,20,1.5
6/5/2013,,PN2,GRB,35.2,1.43,186,,,0.25,,0.40,,,,1.68,1.24,0.19,8,10,9.7
7/15/2013,,PN2,GRB,187,1.89,233,,,0.02,,1.16,,,,1.91,1.63,0.26,25,22,17.5
8/5/2013,,PN2,GRB,223,0.65,17,,,0.12,,0.15,,,,0.77,.,<MQL,18,10,11.0
8/28/2013,,PN2,GRB,237,0.35,8,,,<MQL,,0.07,,,,.,.,<MQL,18,20,7.5
9/18/2013,,PN2,GRB,244,0.41,15,,,<MQL,,0.08,,,,.,.,<MQL,25,<MQL,5.4
1/16/2014,,PN2,GRB,33.8,1.60,120,,,0.12,,0.47,,,,1.72,1.45,0.15,14,25,5.3
2/3/2014,,PN2,GRB,.,3.62,.,,,0.41,,0.74,,,,4.03,1.93,1.69,11,<MQL,.
3/11/2014,,PN2,GRB,24.5,1.93,149,,,0.52,,0.37,,,,2.45,1.80,0.13,13,26,9.7
3/31/2014,,PN2,GRB,22.5,0.83,70,,,0.13,,0.28,,,,0.96,.,<MQL,15,37,5.1
6/25/2014,,PN2,GRB,18.2,2.56,75,,,0.52,,0.19,,,,,,0.25,7,13,8.9
7/28/2014,,PN2,GRB,35.0,1.55,18,,,0.09,,0.35,,,,,,0.09,12,22,8.1
8/12/2014,,PN2,GRB,80.3,0.76,21,,,0.05,,0.10,,,,,,0.06,18,24,9.8
9/24/2014,,PN2,GRB,225,0.46,42,,,<MQL,,0.08,,,,,,<MQL,20,<MQL,18.7
10/16/2014,,PN2,GRB,41.1,0.71,28,,,0.06,,0.26,,,,,,<MQL,11,30,16.3
11/12/2014,,PN2,GRB,63.2,0.49,97,,,0.04,,0.08,,,,,,0.06,11,18,12.0
1/14/2015,,PN2,GRB,30.1,0.63,205,,,0.20,,0.21,,,,,,0.12,12,34,20.3
2/18/2015,,PN2,GRB,37.2,0.94,56,,,0.40,,0.16,,,,,,0.12,16,36,24.9
7/8/2010,7/9/2010,PN2,GRB,,0.008,100,0,0.004,0.004,0.014020215,0.069448973,19.7,0.043,0.213,,,,,,
7/29/2010,7/30/2010,PN2,GRB,,0.108,0,0.1,0.005,0.105,0.041408543,0.120965112,6.51,0.127,0.371,,,,,,
8/26/2010,8/27/2010,PN2,GRB,,0.019,200,0.2,0.001,0.201,0.040104336,0.154548419,21.5,0.123,0.474,,,,,,
9/8/2010,9/9/2010,PN2,GRB,,0.081,0,0,0.01,0.01,0.047603521,0.20215194,39.8,0.146,0.62,,,,,,
9/27/2010,9/28/2010,PN2,GRB,,0.094,100,0,0.001,0.001,0.045321161,0.174437561,29.7,0.139,0.535,,,,,,
11/4/2010,11/5/2010,PN2,GRB,,0.144,0,1.042,0.416,1.458,1.0107597,1.203130095,52.9,3.1,3.69,,,,,,
12/1/2010,12/3/2010,PN2,GRB,,0.12,100,0.151,0.019,0.17,0.107270949,0.156504728,13.5,0.329,0.48,,,,,,
12/9/2010,12/10/2010,PN2,GRB,,0.052,100,0.00875,0.008,0.01675,0.083469188,0.129768503,21.3,0.256,0.398,,,,,,
1/26/2011,1/27/2011,PN2,GRB,,0.079,150,0.821,0.0123,0.8333,0.394522335,0.769481578,253,1.21,2.36,,,,,,
2/16/2011,2/17/2011,PN2,GRB,,0.102,136,0.322,0.0113,0.3333,0.068470818,0.348875122,112,0.21,1.07,,,,,,
3/2/2011,3/3/2011,PN2,GRB,,0.143,102,0.17877,0.00723,0.186,0.045647212,0.329312031,151,0.14,1.01,,,,,,
3/7/2011,3/8/2011,PN2,GRB,,0.067,30,0.09689,0.00611,0.103,0,0,42.7,0.18,0,,,,,,
3/15/2011,3/16/2011,PN2,GRB,,0.23,80,0.19907,0.00493,0.204,0.277143789,0.384740789,112,0.85,1.18,,,,,,
3/30/2011,3/31/2011,PN2,GRB,,0.135,82,0.24678,0.00622,0.253,0.143462667,0.733615911,84.9,0.44,2.25,,,,,,
4/20/2011,4/21/2011,PN2,GRB,,0.024,0,0,0.0063,0,0.176067819,0.329312031,61.4,0.54,1.01,,,,,,
4/25/2011,4/26/2011,PN2,GRB,,0.244,55,0.41901,0.00999,0.429,0.440169547,0.531463971,70.9,1.35,1.63,,,,,,
7/5/2011,7/6/2011,PN2,GRB,,0.058,50,0.04245,0.00205,0.0445,0.104336485,0.235409195,12.8,0.32,0.722,,,,,,
7/18/2011,7/19/2011,PN2,GRB,,0.026,25,0.02339,0.00291,0.0263,0.257580698,0.388001304,7.24,0.79,1.19,,,,,,
8/2/2011,8/3/2011,PN2,GRB,,0,35,0,0.00528,0,0.20215194,0.629279426,25.2,0.62,1.93,,,,,,
8/15/2011,8/16/2011,PN2,GRB,,0.397,10,0,0.0413,0,0.270622758,0.629279426,10.4,0.83,1.93,,,,,,
9/7/2011,9/8/2011,PN2,GRB,,0.031,20,0,0.0413,0,0.257580698,0.427127486,15.5,0.79,1.31,,,,,,
12/9/2010,12/10/2010,PN2,GRB FD,,0.072,100,0.0114,0.009,0.0204,0.083143137,0.132376916,16.2,0.255,0.406,,,,,,
2/16/2011,2/17/2011,PN2,GRB FD,,0.108,86,0.291,0.00299,0.29399,0.068470818,0.348875122,114,0.21,1.07,,,,,,
3/2/2011,3/3/2011,PN2,GRB FD,,0.208,98,0.18108,0.00692,0.188,0.052168243,0.012389958,150,0.16,0.038,,,,,,
4/25/2011,4/26/2011,PN2,GRB FD,,0.276,0,0.553,0.012,0.565,0.446690577,0.541245517,84.8,1.37,1.66,,,,,,
12/8/2011,,PS1,GRB,48.9,0.96,39,,,1.48,,0.60,,,,2.44,0.91,0.05,13,28,12.2
1/19/2012,,PS1,GRB,111,0.69,17,,,<MQL,,0.23,,,,.,.,<MQL,16,20,6.1
6/26/2012,,PS1,GRB,244,0.72,29,,,0.15,,0.12,,,,0.87,.,<MQL,9,<MQL,16.6
7/8/2012,,PS1,GRB,76.0,0.97,560,,,0.42,,0.69,,,,1.39,0.86,0.11,9,20,7.3
12/12/2012,,PS1,GRB,16.3,0.63,84,,,13.1,,0.40,,,,13.73,.,<MQL,8,25,34.1
7/15/2013,,PS1,GRB,181,0.86,67,,,0.03,,0.22,,,,0.89,.,<MQL,14,11,18.1
8/5/2013,,PS1,GRB,216,0.74,109,,,<MQL,,0.22,,,,.,.,<MQL,18,13,20.0
1/16/2014,,PS1,GRB,.,.,.,,,.,,.,,,,.,.,.,.,.,.
2/3/2014,,PS1,GRB,20.3,4.53,2800,,,3.33,,1.79,,,,7.86,4.41,0.12,10,41,17.7
3/31/2014,,PS1,GRB,11.6,0.68,180,,,0.69,,0.11,,,,1.37,.,<MQL,9,17,18.6
8/12/2014,,PS1,GRB,48.0,1.06,58,,,0.06,,0.29,,,,,,0.07,15,23,10.7
12/1/2010,12/3/2010,PS1,GRB,,0.131,200,2.88,0.078,2.958,0.430388001,0.798826215,209,1.32,2.45,,,,,,
2/16/2011,2/17/2011,PS1,GRB,,0.208,30,14.5,0.0543,14.5543,0.058689273,0.192370395,18.8,0.18,0.59,,,,,,
3/2/2011,3/3/2011,PS1,GRB,,0.204,0,4.7192,0.0308,4.75,0.071731334,0.256602543,23.1,0.22,0.787,,,,,,
3/7/2011,3/8/2011,PS1,GRB,,0.098,60,0.60746,0.00354,0.611,0,0,39.9,0.26,0,,,,,,
3/15/2011,3/16/2011,PS1,GRB,,0.12,20,12.847,0.053,12.9,0.260841213,0.185849364,18.5,0.8,0.57,,,,,,
3/30/2011,3/31/2011,PS1,GRB,,0.973,1380,1.88419,0.00581,1.89,0.339093577,2.73557222,1648,1.04,8.39,,,,,,
4/20/2011,4/21/2011,PS1,GRB,,3.76,0,0,0.135,0,0.547766547,1.062927943,238,1.68,3.26,,,,,,
4/25/2011,4/26/2011,PS1,GRB,,2.66,75,8.804,0.316,9.12,0.531463971,0.968373003,214,1.63,2.97,,,,,,
6/28/2011,6/29/2011,PS1,GRB,,0.379,10,0.4334,0.0426,0.476,0.146723182,0.134007173,12.1,0.45,0.411,,,,,,
7/5/2011,7/6/2011,PS1,GRB,,0.134,0,0.13904,0.00296,0.142,0.149983697,0.324095207,24.4,0.46,0.994,,,,,,
7/18/2011,7/19/2011,PS1,GRB,,0.018,0,0.1811,0.0159,0.197,0.130420606,0.159439191,5.48,0.4,0.489,,,,,,
8/2/2011,8/3/2011,PS1,GRB,,0.079,25,0,0.000371,0,0.20867297,0.440169547,26.1,0.64,1.35,,,,,,
9/27/2011,9/28/2011,PS1,GRB,,0,2635,0.451104969,0.00718,0.458284969,0.221715031,5.151613955,3608,0.68,15.8,,,,,,
12/8/2011,,PS2,GRB,48.9,0.89,38,,,2.52,,0.50,,,,3.41,.,<MQL,8,27,11.8
1/19/2012,,PS2,GRB,114,0.55,13,,,0.04,,0.19,,,,0.59,.,<MQL,12,20,6.7
6/26/2012,,PS2,GRB,216,0.99,39,,,0.06,,0.16,,,,1.05,.,<MQL,7,10,17.7
7/8/2012,,PS2,GRB,306,3.71,22600,,,0.25,,3.76,,,,3.96,2.83,0.88,23,<MQL,9.6
6/25/2013,,PS2,GRB,242,0.53,225,,,0.25,,0.19,,,,0.78,.,<MQL,19,<MQL,23.4
7/15/2013,,PS2,GRB,203,0.69,38,,,<MQL,,0.14,,,,.,.,<MQL,14,13,16.7
2/3/2014,,PS2,GRB,25.0,2.66,6000,,,3.19,,2.19,,,,5.85,1.97,0.69,13,38,13.1
3/31/2014,,PS2,GRB,14.0,0.71,321,,,0.67,,0.29,,,,1.38,.,<MQL,9,20,18.2
8/12/2014,,PS2,GRB,103,2.09,315,,,<MQL,,1.11,,,,,,0.09,21,28,14.5
12/1/2010,12/3/2010,PS2,GRB,,0.119,0,1.35,0.034,1.384,0.339093577,0.482556244,48.7,1.04,1.48,,,,,,
2/16/2011,2/17/2011,PS2,GRB,,0.067,0,12.6,0.0922,12.6922,0.071731334,0.188457776,10.8,0.22,0.578,,,,,,
3/2/2011,3/3/2011,PS2,GRB,,0.173,0,5.2516,0.0984,5.35,0.078252364,0.145418976,36,0.24,0.446,,,,,,
3/7/2011,3/8/2011,PS2,GRB,,0.054,14,5.3376,0.0524,5.39,0.061949788,0.184545158,5.96,0.19,0.566,,,,,,
3/15/2011,3/16/2011,PS2,GRB,,0.116,0,13.382,0.118,13.5,0.140202152,0.189761982,16,0.43,0.582,,,,,,
3/30/2011,3/31/2011,PS2,GRB,,0.297,1280,1.70144,0.00856,1.71,0.368438213,2.794261493,1510.4,1.13,8.57,,,,,,
4/20/2011,4/21/2011,PS2,GRB,,2.28,0,0.961,0.079,1.04,0.443430062,0.671666123,44.9,1.36,2.06,,,,,,
4/25/2011,4/26/2011,PS2,GRB,,0.642,60,12.464,0.536,13,0.361917183,0.476035214,95.2,1.11,1.46,,,,,,
6/28/2011,6/29/2011,PS2,GRB,,0.302,15,0.4336,0.0314,0.465,0.159765243,0.15487447,13.5,0.49,0.475,,,,,,
7/5/2011,7/6/2011,PS2,GRB,,0.023,50,0.4359,0.0131,0.449,0.198891425,0.286599283,12.8,0.61,0.879,,,,,,
7/18/2011,7/19/2011,PS2,GRB,,0.016,0,0.07475,0.00295,0.0777,0.123899576,0.168894685,5.03,0.38,0.518,,,,,,
8/2/2011,8/3/2011,PS2,GRB,,0,0,0.095902,0.000298,0.0962,0.120639061,0.166286273,5.16,0.37,0.51,,,,,,
9/27/2011,9/28/2011,PS2,GRB,,0,1845,0.528663251,0.00443,0.533093251,0.257906749,3.912618194,2288,0.791,12,,,,,,
3/7/2011,3/8/2011,PS2,GRB FD,,0.063,0,5.3381,0.0519,5.39,0,0,7.73,0.19,0,,,,,,
12/8/2011,,PS3,GRB,58.0,0.90,14,,,1.06,,<MQL,,,,1.96,.,<MQL,11,33,13.5
1/19/2012,,PS3,GRB,72.2,0.73,6,,,0.02,,0.17,,,,0.75,.,<MQL,14,26,6.4
6/26/2012,,PS3,GRB,241,0.77,<MQL,,,0.04,,0.14,,,,0.81,.,<MQL,9,<MQL,12.1
7/8/2012,,PS3,GRB,259,0.99,1530,,,<MQL,,0.26,,,,.,0.88,0.11,11,29,16.3
8/8/2012,,PS3,GRB,271,0.76,4,,,0.12,,0.17,,,,0.88,.,<MQL,7,20,17.1
12/12/2012,,PS3,GRB,14.4,0.65,55,,,9.44,,0.11,,,,10.09,.,<MQL,9,31,17.7
6/25/2013,,PS3,GRB,287,0.78,28,,,0.35,,0.15,,,,1.13,.,<MQL,8,<MQL,33.9
7/15/2013,,PS3,GRB,282,0.35,<MQL,,,0.47,,0.17,,,,0.82,0.29,0.06,15,<MQL,15.4
8/5/2013,,PS3,GRB,271,0.66,36,,,0.75,,0.18,,,,1.41,.,<MQL,32,<MQL,15.7
8/28/2013,,PS3,GRB,283,3.76,160,,,<MQL,,0.48,,,,.,3.25,0.51,25,13,19.3
