DATE/TIME,Date Analyzed,LOCCODE,ST/GRB,Alk,NH3,TSS,Nitrate,Nitrite,NN,,TP,Turbidity,DIP,TIP,TN,OrgN,TOC,COD,Cl,TKN
1/16/2014,,PS3,GRB,97.3,0.87,12,,,<MQL,,0.21,,,,.,0.81,0.06,20,22,11.7
3/11/2014,,PS3,GRB,77.7,1.21,40,,,<MQL,,0.25,,,,.,.,<MQL,22,28,6.8
3/31/2014,,PS3,GRB,73.0,0.84,55,,,<MQL,,0.23,,,,.,0.78,0.06,19,33,5.7
6/25/2014,,PS3,GRB,38.4,0.88,108,,,0.20,,0.36,,,,,,0.06,8,12,8.2
8/12/2014,,PS3,GRB,78.5,1.06,23,,,0.21,,0.22,,,,,,0.07,12,24,9.1
10/16/2014,,PS3,GRB,74.2,0.77,64,,,0.05,,0.40,,,,,,0.10,13,26,9.6
12/8/2014,,PS3,GRB,52.9,0.36,67,,,0.44,,0.25,,,,,,0.08,12,23,8.3
2/18/2015,,PS3,GRB,31.6,0.83,23,,,2.68,,0.18,,,,,,0.15,11,25,14.4
12/1/2010,12/3/2010,PS3,GRB,,0.161,100,0.411,0.015,0.426,0.186501467,0.596674275,219,0.572,1.83,,,,,,
1/26/2011,1/27/2011,PS3,GRB,,0.036,178,5.69,0.036,5.726,0.217476361,0.648842517,281,0.667,1.99,,,,,,
2/16/2011,2/17/2011,PS3,GRB,,0.035,84,0.312,0,0.312,0.048907727,0.335833062,115,0.15,1.03,,,,,,
3/2/2011,3/3/2011,PS3,GRB,,0.154,0,0,0.00386,0,0,0,27.2,0.08,0,,,,,,
3/7/2011,3/8/2011,PS3,GRB,,0.031,20,0,0.00349,0,0,0,9.99,0.11,0,,,,,,
3/15/2011,3/16/2011,PS3,GRB,,0.179,26.67,0,0.000614,0,0.472774698,0.391261819,24.2,1.45,1.2,,,,,,
3/30/2011,3/31/2011,PS3,GRB,,0.107,46,0.06393,0.00507,0.069,0.189109879,0.72905119,41.2,0.58,2.236,,,,,,
4/20/2011,4/21/2011,PS3,GRB,,0.072,0,0,0.00573,0,0.306488425,0.880339094,22.6,0.94,2.7,,,,,,
4/25/2011,4/26/2011,PS3,GRB,,0.136,0,0,0.00594,0,0.456472123,0.746657972,13.7,1.4,2.29,,,,,,
6/28/2011,6/29/2011,PS3,GRB,,0.079,55,0,0,0,0.156504728,0.573850668,37.5,0.48,1.76,,,,,,
7/5/2011,7/6/2011,PS3,GRB,,1.83,50,0.35148,0.00552,0.357,0.107597,0.223345289,26.9,0.33,0.685,,,,,,
7/18/2011,7/19/2011,PS3,GRB,,0.04,0,0.007,0.0083,0.0153,0.061949788,0.090968373,2.54,0.19,0.279,,,,,,
9/27/2011,9/28/2011,PS3,GRB,,0,120,0.489212393,0.00277,0.491982393,0.238017607,0.805347245,154,0.73,2.47,,,,,,
2/16/2011,2/17/2011,PS3,GRB FD,,0.038,132,0,0,0,0.052168243,0.352135637,114,0.16,1.08,,,,,,
3/30/2011,3/31/2011,PS3,GRB FD,,0.094,34,0,0.00611,0,0.221715031,0.776002608,30.5,0.68,2.38,,,,,,
6/28/2011,6/29/2011,PS3,GRB FD,,0.119,50,0,0.00259,0,0.149983697,0.472774698,25.6,0.46,1.45,,,,,,
12/8/2011,,PS4,GRB,73.1,1.01,14,,,0.97,,<MQL,,,,1.98,.,<MQL,16,42,17.1
8/8/2012,,PS4,GRB,229,1.25,10,,,<MQL,,0.19,,,,.,1.17,0.08,16,41,28.4
12/12/2012,,PS4,GRB,23.3,0.84,18,,,6.88,,0.15,,,,7.72,.,<MQL,8,28,18.1
8/28/2013,,PS4,GRB,243,0.51,4,,,<MQL,,0.07,,,,.,.,<MQL,15,<MQL,26.6
2/3/2014,,PS4,GRB,19.6,1.15,1620,,,1.04,,1.23,,,,2.19,1.02,0.13,11,87,10.4
3/31/2014,,PS4,GRB,73.2,1.02,46,,,<MQL,,0.22,,,,.,0.98,0.04,15,36,6.9
6/25/2014,,PS4,GRB,35.8,1.53,112,,,0.10,,0.50,,,,,,<MQL,7,<MQL,7.0
8/12/2014,,PS4,GRB,85.6,1.05,1190,,,0.36,,0.92,,,,,,0.13,16,111,8.6
12/1/2010,12/3/2010,PS4,GRB,,0.168,300,1.96,0.016,1.976,0.041734594,0.515161396,493,0.128,1.58,,,,,,
1/26/2011,1/27/2011,PS4,GRB,,0.056,186,8.25,0.0208,8.2708,0.036843821,0.371698728,239,0.113,1.14,,,,,,
7/5/2011,7/6/2011,PS4,GRB,,0.235,100,1.025,0.015,1.04,0.10107597,0.31398761,61.2,0.31,0.963,,,,,,
9/27/2011,9/28/2011,PS4,GRB,,0,80,1.003592726,0.00733,1.010922726,0.489077274,1.157482882,17.5,1.5,3.55,,,,,,
12/8/2011,,PS5,GRB,59.6,1.63,35,,,1.42,,0.51,,,,3.05,.,<MQL,14,37,14.9
1/19/2012,,PS5,GRB,82.5,0.96,98,,,<MQL,,0.54,,,,.,0.82,0.14,18,40,11.9
7/8/2012,,PS5,GRB,39.2,0.69,1830,,,0.27,,1.18,,,,0.96,0.51,0.18,9,<MQL,10.7
6/25/2014,,PS5,GRB,14.6,0.63,123,,,<MQL,,0.58,,,,,,<MQL,9,11,10.2
1/14/2015,,PS5,GRB,15.2,0.46,140,,,0.46,,0.41,,,,,,0.17,5,<MQL,42.4
12/1/2010,12/3/2010,PS5,GRB,,0.118,200,0.191,0.017,0.208,0.165308119,0.570590153,231,0.507,1.75,,,,,,
1/26/2011,1/27/2011,PS5,GRB,,0.052,312,3.62,0.0581,3.6781,0.22791001,0.935767851,411,0.699,2.87,,,,,,
3/15/2011,3/16/2011,PS5,GRB,,0.685,33.33,0.594,0.015,0.609,0.231496576,0.50537985,63.3,0.71,1.55,,,,,,
6/28/2011,6/29/2011,PS5,GRB,,0.09,255,0.00121,0.0015,0.00271,0.156504728,1.235735246,114,0.48,3.79,,,,,,
7/5/2011,7/6/2011,PS5,GRB,,18.7,100,0.347,0.034,0.381,0.065210303,0.1398761,12.4,0.2,0.429,,,,,,
9/27/2011,9/28/2011,PS5,GRB,,0.0834,225,0.188705575,0,0.188705575,0.091294425,0.798826215,271,0.28,2.45,,,,,,
12/1/2010,12/3/2010,PS5,GRB FD,,0.124,300,0.415,0.022,0.437,0.192370395,0.440169547,184,0.59,1.35,,,,,,
3/15/2011,3/16/2011,PS5,GRB FD,,0.849,246.67,0.58611,0.00789,0.594,0.127160091,0.860776003,241,0.39,2.64,,,,,,
6/26/2012,,PS6,GRB,91.3,0.93,58,,,<MQL,,0.12,,,,.,.,<MQL,9,<MQL,9.5
7/8/2012,,PS6,GRB,44.4,1.35,3390,,,0.29,,2.17,,,,1.64,0.89,0.46,11,35,14.2
6/25/2014,,PS6,GRB,21.1,0.89,42,,,<MQL,,0.52,,,,,,<MQL,7,12,8.7
1/14/2015,,PS6,GRB,14.2,0.55,468,,,1.14,,0.48,,,,,,0.20,6,15,55.7
